"Lake","Month","Date_Sam","Genus","RelAbund"
"Lake Rippowam","August","8-04_LR","Planorbarius",0
"Lake Rippowam","August","8-04_LR","Plumatella",0
"Lake Rippowam","August","8-04_LR","Pristina",0
"Lake Rippowam","August","8-04_LR","Rhabdolaimus",0
"Lake Rippowam","August","8-04_LR","Scapholeberis",0
"Lake Rippowam","August","8-04_LR","Simocephalus",0
"Lake Rippowam","August","8-04_LR","Sinella",0
"Lake Rippowam","August","8-04_LR","Skistodiaptomus",0
"Lake Rippowam","August","8-04_LR","Spinileberis",0
"Lake Rippowam","August","8-04_LR","Spongilla",0
"Lake Rippowam","August","8-04_LR","Stenostomum",0.00276479494437496
"Lake Rippowam","August","8-04_LR","Sympetrum",0
"Lake Rippowam","August","8-04_LR","Tobrilus",0
"Lake Rippowam","August","8-04_LR","Tropocyclops",0
"Lake Rippowam","August","8-04_LR","Tylocephalus",0
"Lake Rippowam","August","8-04_LR","Vestalenula",0
"Lake Rippowam","August","8-04_LR","Wilsonema",0
"Lake Rippowam","August","8-12_LR","Aaroniella",0
"Lake Rippowam","August","8-12_LR","Acanthocyclops",0
"Lake Rippowam","August","8-12_LR","Acroperus",0
"Lake Rippowam","August","8-12_LR","Alonopsis",0
"Lake Rippowam","August","8-12_LR","Anopheles",0
"Lake Rippowam","August","8-12_LR","Bosmina",0
"Lake Rippowam","August","8-12_LR","Castrada",0
"Lake Rippowam","August","8-12_LR","Castrella",0
"Lake Rippowam","August","8-12_LR","Chaetogaster",0
"Lake Rippowam","August","8-12_LR","Chaetonotus",0.0186572141863435
"Lake Rippowam","August","8-12_LR","Chironomus",0
"Lake Rippowam","August","8-12_LR","Chrysemys",0
"Lake Rippowam","August","8-12_LR","Chydorus",0
"Lake Rippowam","August","8-12_LR","Corethrella",0
"Lake Rippowam","August","8-12_LR","Cypria",0
"Lake Rippowam","August","8-12_LR","Cypridopsis",0.941608065100147
"Lake Rippowam","August","8-12_LR","Daphnia",0
"Lake Rippowam","August","8-12_LR","Darwinula",0
"Lake Rippowam","August","8-12_LR","Dero",0
"Lake Rippowam","August","8-12_LR","Diaphanosoma",0
"Lake Rippowam","August","8-12_LR","Eucyclops",0.000438320660149029
"Lake Rippowam","August","8-12_LR","Eudiaptomus",0
"Lake Rippowam","August","8-12_LR","Eumonhystera",0
"Lake Rippowam","August","8-12_LR","Ferrissia",0
"Lake Rippowam","August","8-12_LR","Folsomia",0
"Lake Rippowam","August","8-12_LR","Gallus",0
"Lake Rippowam","August","8-12_LR","Gyratrix",0
"Lake Rippowam","August","8-12_LR","Halichaetonotus",0
"Lake Rippowam","August","8-12_LR","Heterolepidoderma",0
"Lake Rippowam","August","8-12_LR","Horreolanus",0
"Lake Rippowam","August","8-12_LR","Hydra",0
"Lake Rippowam","August","8-12_LR","Ichthydium",0
"Lake Rippowam","August","8-12_LR","Isotoma",0
"Lake Rippowam","August","8-12_LR","Isotomurus",0
"Lake Rippowam","August","8-12_LR","Laimydorus",0
"Lake Rippowam","August","8-12_LR","Lepidodermella",0
"Lake Rippowam","August","8-12_LR","Macquaria",0
"Lake Rippowam","August","8-12_LR","Macrocyclops",0
"Lake Rippowam","August","8-12_LR","Mesocyclops",0
"Lake Rippowam","August","8-12_LR","Microstomum",0
"Lake Rippowam","August","8-12_LR","Monopisthocotylea",0
"Lake Rippowam","August","8-12_LR","Nais",0
"Lake Rippowam","August","8-12_LR","Oripoda",0
"Lake Rippowam","August","8-12_LR","Pectinatella",0
"Lake Rippowam","August","8-12_LR","Physella",0
"Lake Rippowam","August","8-12_LR","Planorbarius",0
"Lake Rippowam","August","8-12_LR","Plumatella",0.00173422522058964
"Lake Rippowam","August","8-12_LR","Pristina",0.000133401940045357
"Lake Rippowam","August","8-12_LR","Rhabdolaimus",0
"Lake Rippowam","August","8-12_LR","Scapholeberis",0
"Lake Rippowam","August","8-12_LR","Simocephalus",0
"Lake Rippowam","August","8-12_LR","Sinella",0
"Lake Rippowam","August","8-12_LR","Skistodiaptomus",0
"Lake Rippowam","August","8-12_LR","Spinileberis",0
"Lake Rippowam","August","8-12_LR","Spongilla",0.000152459360051836
"Lake Rippowam","August","8-12_LR","Stenostomum",0
"Lake Rippowam","August","8-12_LR","Sympetrum",0
"Lake Rippowam","August","8-12_LR","Tobrilus",0
"Lake Rippowam","August","8-12_LR","Tropocyclops",0
"Lake Rippowam","August","8-12_LR","Tylocephalus",0
"Lake Rippowam","August","8-12_LR","Vestalenula",0
"Lake Rippowam","August","8-12_LR","Wilsonema",0.0372763135326739
"Lake Rippowam","August","8-18_LR","Aaroniella",0.0666666666666667
"Lake Rippowam","August","8-18_LR","Acanthocyclops",0
"Lake Rippowam","August","8-18_LR","Acroperus",0
"Lake Rippowam","August","8-18_LR","Alonopsis",0
"Lake Rippowam","August","8-18_LR","Anopheles",0
"Lake Rippowam","August","8-18_LR","Bosmina",0
"Lake Rippowam","August","8-18_LR","Castrada",0
"Lake Rippowam","August","8-18_LR","Castrella",0
"Lake Rippowam","August","8-18_LR","Chaetogaster",0
"Lake Rippowam","August","8-18_LR","Chaetonotus",0
"Lake Rippowam","August","8-18_LR","Chironomus",0
"Lake Rippowam","August","8-18_LR","Chrysemys",0
"Lake Rippowam","August","8-18_LR","Chydorus",0
"Lake Rippowam","August","8-18_LR","Corethrella",0
"Lake Rippowam","August","8-18_LR","Cypria",0
"Lake Rippowam","August","8-18_LR","Cypridopsis",0.688888888888889
"Lake Rippowam","August","8-18_LR","Daphnia",0
"Lake Rippowam","August","8-18_LR","Darwinula",0
"Lake Rippowam","August","8-18_LR","Dero",0
"Lake Rippowam","August","8-18_LR","Diaphanosoma",0
"Lake Rippowam","August","8-18_LR","Eucyclops",0.155555555555556
"Lake Rippowam","August","8-18_LR","Eudiaptomus",0
"Lake Rippowam","August","8-18_LR","Eumonhystera",0
"Lake Rippowam","August","8-18_LR","Ferrissia",0
"Lake Rippowam","August","8-18_LR","Folsomia",0
"Lake Rippowam","August","8-18_LR","Gallus",0
"Lake Rippowam","August","8-18_LR","Gyratrix",0
"Lake Rippowam","August","8-18_LR","Halichaetonotus",0
"Lake Rippowam","August","8-18_LR","Heterolepidoderma",0
"Lake Rippowam","August","8-18_LR","Horreolanus",0
"Lake Rippowam","August","8-18_LR","Hydra",0
"Lake Rippowam","August","8-18_LR","Ichthydium",0
"Lake Rippowam","August","8-18_LR","Isotoma",0
"Lake Rippowam","August","8-18_LR","Isotomurus",0
"Lake Rippowam","August","8-18_LR","Laimydorus",0
"Lake Rippowam","August","8-18_LR","Lepidodermella",0
"Lake Rippowam","August","8-18_LR","Macquaria",0.0888888888888889
"Lake Rippowam","August","8-18_LR","Macrocyclops",0
"Lake Rippowam","August","8-18_LR","Mesocyclops",0
"Lake Rippowam","August","8-18_LR","Microstomum",0
"Lake Rippowam","August","8-18_LR","Monopisthocotylea",0
"Lake Rippowam","August","8-18_LR","Nais",0
"Lake Rippowam","August","8-18_LR","Oripoda",0
"Lake Rippowam","August","8-18_LR","Pectinatella",0
"Lake Rippowam","August","8-18_LR","Physella",0
"Lake Rippowam","August","8-18_LR","Planorbarius",0
"Lake Rippowam","August","8-18_LR","Plumatella",0
"Lake Rippowam","August","8-18_LR","Pristina",0
"Lake Rippowam","August","8-18_LR","Rhabdolaimus",0
"Lake Rippowam","August","8-18_LR","Scapholeberis",0
"Lake Rippowam","August","8-18_LR","Simocephalus",0
"Lake Rippowam","August","8-18_LR","Sinella",0
"Lake Rippowam","August","8-18_LR","Skistodiaptomus",0
"Lake Rippowam","August","8-18_LR","Spinileberis",0
"Lake Rippowam","August","8-18_LR","Spongilla",0
"Lake Rippowam","August","8-18_LR","Stenostomum",0
"Lake Rippowam","August","8-18_LR","Sympetrum",0
"Lake Rippowam","August","8-18_LR","Tobrilus",0
"Lake Rippowam","August","8-18_LR","Tropocyclops",0
"Lake Rippowam","August","8-18_LR","Tylocephalus",0
"Lake Rippowam","August","8-18_LR","Vestalenula",0
"Lake Rippowam","August","8-18_LR","Wilsonema",0
"Lake Rippowam","August","8-26_LR","Aaroniella",0
"Lake Rippowam","August","8-26_LR","Acanthocyclops",0
"Lake Rippowam","August","8-26_LR","Acroperus",0
"Lake Rippowam","August","8-26_LR","Alonopsis",0
"Lake Rippowam","August","8-26_LR","Anopheles",0
"Lake Rippowam","August","8-26_LR","Bosmina",0
"Lake Rippowam","August","8-26_LR","Castrada",0
"Lake Rippowam","August","8-26_LR","Castrella",0
"Lake Rippowam","August","8-26_LR","Chaetogaster",0
"Lake Rippowam","August","8-26_LR","Chaetonotus",0
"Lake Rippowam","August","8-26_LR","Chironomus",0
"Lake Rippowam","August","8-26_LR","Chrysemys",0
"Lake Rippowam","August","8-26_LR","Chydorus",0
"Lake Rippowam","August","8-26_LR","Corethrella",0
"Lake Rippowam","August","8-26_LR","Cypria",0
"Lake Rippowam","August","8-26_LR","Cypridopsis",0.144444444444444
"Lake Rippowam","August","8-26_LR","Daphnia",0
"Lake Rippowam","August","8-26_LR","Darwinula",0
"Lake Rippowam","August","8-26_LR","Dero",0
"Lake Rippowam","August","8-26_LR","Diaphanosoma",0
"Lake Rippowam","August","8-26_LR","Eucyclops",0
"Lake Rippowam","August","8-26_LR","Eudiaptomus",0
"Lake Rippowam","August","8-26_LR","Eumonhystera",0
"Lake Rippowam","August","8-26_LR","Ferrissia",0
"Lake Rippowam","August","8-26_LR","Folsomia",0.622222222222222
"Lake Rippowam","August","8-26_LR","Gallus",0
"Lake Rippowam","August","8-26_LR","Gyratrix",0
"Lake Rippowam","August","8-26_LR","Halichaetonotus",0
"Lake Rippowam","August","8-26_LR","Heterolepidoderma",0
"Lake Rippowam","August","8-26_LR","Horreolanus",0
"Lake Rippowam","August","8-26_LR","Hydra",0
"Lake Rippowam","August","8-26_LR","Ichthydium",0
"Lake Rippowam","August","8-26_LR","Isotoma",0
"Lake Rippowam","August","8-26_LR","Isotomurus",0
"Lake Rippowam","August","8-26_LR","Laimydorus",0
"Lake Rippowam","August","8-26_LR","Lepidodermella",0
"Lake Rippowam","August","8-26_LR","Macquaria",0
"Lake Rippowam","August","8-26_LR","Macrocyclops",0
"Lake Rippowam","August","8-26_LR","Mesocyclops",0
"Lake Rippowam","August","8-26_LR","Microstomum",0
"Lake Rippowam","August","8-26_LR","Monopisthocotylea",0
"Lake Rippowam","August","8-26_LR","Nais",0
"Lake Rippowam","August","8-26_LR","Oripoda",0
"Lake Rippowam","August","8-26_LR","Pectinatella",0
"Lake Rippowam","August","8-26_LR","Physella",0
"Lake Rippowam","August","8-26_LR","Planorbarius",0
"Lake Rippowam","August","8-26_LR","Plumatella",0.233333333333333
"Lake Rippowam","August","8-26_LR","Pristina",0
"Lake Rippowam","August","8-26_LR","Rhabdolaimus",0
"Lake Rippowam","August","8-26_LR","Scapholeberis",0
"Lake Rippowam","August","8-26_LR","Simocephalus",0
"Lake Rippowam","August","8-26_LR","Sinella",0
"Lake Rippowam","August","8-26_LR","Skistodiaptomus",0
"Lake Rippowam","August","8-26_LR","Spinileberis",0
"Lake Rippowam","August","8-26_LR","Spongilla",0
"Lake Rippowam","August","8-26_LR","Stenostomum",0
"Lake Rippowam","August","8-26_LR","Sympetrum",0
"Lake Rippowam","August","8-26_LR","Tobrilus",0
"Lake Rippowam","August","8-26_LR","Tropocyclops",0
"Lake Rippowam","August","8-26_LR","Tylocephalus",0
"Lake Rippowam","August","8-26_LR","Vestalenula",0
"Lake Rippowam","August","8-26_LR","Wilsonema",0
"Lake Rippowam","July","7-08_LR","Aaroniella",0
"Lake Rippowam","July","7-08_LR","Acanthocyclops",0
"Lake Rippowam","July","7-08_LR","Acroperus",0
"Lake Rippowam","July","7-08_LR","Alonopsis",0
"Lake Rippowam","July","7-08_LR","Anopheles",0
"Lake Rippowam","July","7-08_LR","Bosmina",0
"Lake Rippowam","July","7-08_LR","Castrada",0
"Lake Rippowam","July","7-08_LR","Castrella",0
"Lake Rippowam","July","7-08_LR","Chaetogaster",0
"Lake Rippowam","July","7-08_LR","Chaetonotus",0.0134228187919463
"Lake Rippowam","July","7-08_LR","Chironomus",0
"Lake Rippowam","July","7-08_LR","Chrysemys",0
"Lake Rippowam","July","7-08_LR","Chydorus",0
"Lake Rippowam","July","7-08_LR","Corethrella",0.783557046979866
"Lake Rippowam","July","7-08_LR","Cypria",0.0318791946308725
"Lake Rippowam","July","7-08_LR","Cypridopsis",0
"Lake Rippowam","July","7-08_LR","Daphnia",0
"Lake Rippowam","July","7-08_LR","Darwinula",0.00503355704697987
"Lake Rippowam","July","7-08_LR","Dero",0
"Lake Rippowam","July","7-08_LR","Diaphanosoma",0
"Lake Rippowam","July","7-08_LR","Eucyclops",0.166107382550336
"Lake Rippowam","July","7-08_LR","Eudiaptomus",0
"Lake Rippowam","July","7-08_LR","Eumonhystera",0
"Lake Rippowam","July","7-08_LR","Ferrissia",0
"Lake Rippowam","July","7-08_LR","Folsomia",0
"Lake Rippowam","July","7-08_LR","Gallus",0
"Lake Rippowam","July","7-08_LR","Gyratrix",0
"Lake Rippowam","July","7-08_LR","Halichaetonotus",0
"Lake Rippowam","July","7-08_LR","Heterolepidoderma",0
"Lake Rippowam","July","7-08_LR","Horreolanus",0
"Lake Rippowam","July","7-08_LR","Hydra",0
"Lake Rippowam","July","7-08_LR","Ichthydium",0
"Lake Rippowam","July","7-08_LR","Isotoma",0
"Lake Rippowam","July","7-08_LR","Isotomurus",0
"Lake Rippowam","July","7-08_LR","Laimydorus",0
"Lake Rippowam","July","7-08_LR","Lepidodermella",0
"Lake Rippowam","July","7-08_LR","Macquaria",0
"Lake Rippowam","July","7-08_LR","Macrocyclops",0
"Lake Rippowam","July","7-08_LR","Mesocyclops",0
"Lake Rippowam","July","7-08_LR","Microstomum",0
"Lake Rippowam","July","7-08_LR","Monopisthocotylea",0
"Lake Rippowam","July","7-08_LR","Nais",0
"Lake Rippowam","July","7-08_LR","Oripoda",0
"Lake Rippowam","July","7-08_LR","Pectinatella",0
"Lake Rippowam","July","7-08_LR","Physella",0
"Lake Rippowam","July","7-08_LR","Planorbarius",0
"Lake Rippowam","July","7-08_LR","Plumatella",0
"Lake Rippowam","July","7-08_LR","Pristina",0
"Lake Rippowam","July","7-08_LR","Rhabdolaimus",0
"Lake Rippowam","July","7-08_LR","Scapholeberis",0
"Lake Rippowam","July","7-08_LR","Simocephalus",0
"Lake Rippowam","July","7-08_LR","Sinella",0
"Lake Rippowam","July","7-08_LR","Skistodiaptomus",0
"Lake Rippowam","July","7-08_LR","Spinileberis",0
"Lake Rippowam","July","7-08_LR","Spongilla",0
"Lake Rippowam","July","7-08_LR","Stenostomum",0
"Lake Rippowam","July","7-08_LR","Sympetrum",0
"Lake Rippowam","July","7-08_LR","Tobrilus",0
"Lake Rippowam","July","7-08_LR","Tropocyclops",0
"Lake Rippowam","July","7-08_LR","Tylocephalus",0
"Lake Rippowam","July","7-08_LR","Vestalenula",0
"Lake Rippowam","July","7-08_LR","Wilsonema",0
"Lake Rippowam","July","7-14_LR","Aaroniella",0
"Lake Rippowam","July","7-14_LR","Acanthocyclops",0
"Lake Rippowam","July","7-14_LR","Acroperus",0
"Lake Rippowam","July","7-14_LR","Alonopsis",0
"Lake Rippowam","July","7-14_LR","Anopheles",0
"Lake Rippowam","July","7-14_LR","Bosmina",0
"Lake Rippowam","July","7-14_LR","Castrada",0
"Lake Rippowam","July","7-14_LR","Castrella",0
"Lake Rippowam","July","7-14_LR","Chaetogaster",0
"Lake Rippowam","July","7-14_LR","Chaetonotus",0.0365874804924571
"Lake Rippowam","July","7-14_LR","Chironomus",0
"Lake Rippowam","July","7-14_LR","Chrysemys",0
"Lake Rippowam","July","7-14_LR","Chydorus",0
"Lake Rippowam","July","7-14_LR","Corethrella",0
"Lake Rippowam","July","7-14_LR","Cypria",0
"Lake Rippowam","July","7-14_LR","Cypridopsis",0.0109242240332929
"Lake Rippowam","July","7-14_LR","Daphnia",0
"Lake Rippowam","July","7-14_LR","Darwinula",0.000867001907404196
"Lake Rippowam","July","7-14_LR","Dero",0
"Lake Rippowam","July","7-14_LR","Diaphanosoma",0.00190740419628923
"Lake Rippowam","July","7-14_LR","Eucyclops",0.0121380267036587
"Lake Rippowam","July","7-14_LR","Eudiaptomus",0
"Lake Rippowam","July","7-14_LR","Eumonhystera",0
"Lake Rippowam","July","7-14_LR","Ferrissia",0
"Lake Rippowam","July","7-14_LR","Folsomia",0
"Lake Rippowam","July","7-14_LR","Gallus",0
"Lake Rippowam","July","7-14_LR","Gyratrix",0
"Lake Rippowam","July","7-14_LR","Halichaetonotus",0
"Lake Rippowam","July","7-14_LR","Heterolepidoderma",0.937575862666898
"Lake Rippowam","July","7-14_LR","Horreolanus",0
"Lake Rippowam","July","7-14_LR","Hydra",0
"Lake Rippowam","July","7-14_LR","Ichthydium",0
"Lake Rippowam","July","7-14_LR","Isotoma",0
"Lake Rippowam","July","7-14_LR","Isotomurus",0
"Lake Rippowam","July","7-14_LR","Laimydorus",0
"Lake Rippowam","July","7-14_LR","Lepidodermella",0
"Lake Rippowam","July","7-14_LR","Macquaria",0
"Lake Rippowam","July","7-14_LR","Macrocyclops",0
"Lake Rippowam","July","7-14_LR","Mesocyclops",0
"Lake Rippowam","July","7-14_LR","Microstomum",0
"Lake Rippowam","July","7-14_LR","Monopisthocotylea",0
"Lake Rippowam","July","7-14_LR","Nais",0
"Lake Rippowam","July","7-14_LR","Oripoda",0
"Lake Rippowam","July","7-14_LR","Pectinatella",0
"Lake Rippowam","July","7-14_LR","Physella",0
"Lake Rippowam","July","7-14_LR","Planorbarius",0
"Lake Rippowam","July","7-14_LR","Plumatella",0
"Lake Rippowam","July","7-14_LR","Pristina",0
"Lake Rippowam","July","7-14_LR","Rhabdolaimus",0
"Lake Rippowam","July","7-14_LR","Scapholeberis",0
"Lake Rippowam","July","7-14_LR","Simocephalus",0
"Lake Rippowam","July","7-14_LR","Sinella",0
"Lake Rippowam","July","7-14_LR","Skistodiaptomus",0
"Lake Rippowam","July","7-14_LR","Spinileberis",0
"Lake Rippowam","July","7-14_LR","Spongilla",0
"Lake Rippowam","July","7-14_LR","Stenostomum",0
"Lake Rippowam","July","7-14_LR","Sympetrum",0
"Lake Rippowam","July","7-14_LR","Tobrilus",0
"Lake Rippowam","July","7-14_LR","Tropocyclops",0
"Lake Rippowam","July","7-14_LR","Tylocephalus",0
"Lake Rippowam","July","7-14_LR","Vestalenula",0
"Lake Rippowam","July","7-14_LR","Wilsonema",0
"Lake Rippowam","July","7-18_LR","Aaroniella",0
"Lake Rippowam","July","7-18_LR","Acanthocyclops",0
"Lake Rippowam","July","7-18_LR","Acroperus",0
"Lake Rippowam","July","7-18_LR","Alonopsis",0
"Lake Rippowam","July","7-18_LR","Anopheles",0
"Lake Rippowam","July","7-18_LR","Bosmina",0
"Lake Rippowam","July","7-18_LR","Castrada",0
"Lake Rippowam","July","7-18_LR","Castrella",0
"Lake Rippowam","July","7-18_LR","Chaetogaster",0
"Lake Rippowam","July","7-18_LR","Chaetonotus",0
"Lake Rippowam","July","7-18_LR","Chironomus",0
"Lake Rippowam","July","7-18_LR","Chrysemys",0
"Lake Rippowam","July","7-18_LR","Chydorus",0
"Lake Rippowam","July","7-18_LR","Corethrella",0
"Lake Rippowam","July","7-18_LR","Cypria",0
"Lake Rippowam","July","7-18_LR","Cypridopsis",0.410714285714286
"Lake Rippowam","July","7-18_LR","Daphnia",0
"Lake Rippowam","July","7-18_LR","Darwinula",0
"Lake Rippowam","July","7-18_LR","Dero",0
"Lake Rippowam","July","7-18_LR","Diaphanosoma",0
"Lake Rippowam","July","7-18_LR","Eucyclops",0
"Lake Rippowam","July","7-18_LR","Eudiaptomus",0
"Lake Rippowam","July","7-18_LR","Eumonhystera",0
"Lake Rippowam","July","7-18_LR","Ferrissia",0
"Lake Rippowam","July","7-18_LR","Folsomia",0
"Lake Rippowam","July","7-18_LR","Gallus",0
"Lake Rippowam","July","7-18_LR","Gyratrix",0
"Lake Rippowam","July","7-18_LR","Halichaetonotus",0
"Lake Rippowam","July","7-18_LR","Heterolepidoderma",0
"Lake Rippowam","July","7-18_LR","Horreolanus",0
"Lake Rippowam","July","7-18_LR","Hydra",0
"Lake Rippowam","July","7-18_LR","Ichthydium",0
"Lake Rippowam","July","7-18_LR","Isotoma",0
"Lake Rippowam","July","7-18_LR","Isotomurus",0
"Lake Rippowam","July","7-18_LR","Laimydorus",0
"Lake Rippowam","July","7-18_LR","Lepidodermella",0
"Lake Rippowam","July","7-18_LR","Macquaria",0
"Lake Rippowam","July","7-18_LR","Macrocyclops",0
"Lake Rippowam","July","7-18_LR","Mesocyclops",0
"Lake Rippowam","July","7-18_LR","Microstomum",0
"Lake Rippowam","July","7-18_LR","Monopisthocotylea",0
"Lake Rippowam","July","7-18_LR","Nais",0
"Lake Rippowam","July","7-18_LR","Oripoda",0
"Lake Rippowam","July","7-18_LR","Pectinatella",0
"Lake Rippowam","July","7-18_LR","Physella",0
"Lake Rippowam","July","7-18_LR","Planorbarius",0
"Lake Rippowam","July","7-18_LR","Plumatella",0
"Lake Rippowam","July","7-18_LR","Pristina",0
"Lake Rippowam","July","7-18_LR","Rhabdolaimus",0
"Lake Rippowam","July","7-18_LR","Scapholeberis",0
"Lake Rippowam","July","7-18_LR","Simocephalus",0
"Lake Rippowam","July","7-18_LR","Sinella",0
"Lake Rippowam","July","7-18_LR","Skistodiaptomus",0
"Lake Rippowam","July","7-18_LR","Spinileberis",0
"Lake Rippowam","July","7-18_LR","Spongilla",0.321428571428571
"Lake Rippowam","July","7-18_LR","Stenostomum",0
"Lake Rippowam","July","7-18_LR","Sympetrum",0.267857142857143
"Lake Rippowam","July","7-18_LR","Tobrilus",0
"Lake Rippowam","July","7-18_LR","Tropocyclops",0
"Lake Rippowam","July","7-18_LR","Tylocephalus",0
"Lake Rippowam","July","7-18_LR","Vestalenula",0
"Lake Rippowam","July","7-18_LR","Wilsonema",0
"Lake Rippowam","July","7-22_LR","Aaroniella",0
"Lake Rippowam","July","7-22_LR","Acanthocyclops",0
"Lake Rippowam","July","7-22_LR","Acroperus",0
"Lake Rippowam","July","7-22_LR","Alonopsis",0
"Lake Rippowam","July","7-22_LR","Anopheles",0
"Lake Rippowam","July","7-22_LR","Bosmina",0
"Lake Rippowam","July","7-22_LR","Castrada",0.0377090003557453
"Lake Rippowam","July","7-22_LR","Castrella",0
"Lake Rippowam","July","7-22_LR","Chaetogaster",0
"Lake Rippowam","July","7-22_LR","Chaetonotus",0.257559587335468
"Lake Rippowam","July","7-22_LR","Chironomus",0
"Lake Rippowam","July","7-22_LR","Chrysemys",0
"Lake Rippowam","July","7-22_LR","Chydorus",0
"Lake Rippowam","July","7-22_LR","Corethrella",0
"Lake Rippowam","July","7-22_LR","Cypria",0
"Lake Rippowam","July","7-22_LR","Cypridopsis",0.00355745286374956
"Lake Rippowam","July","7-22_LR","Daphnia",0
"Lake Rippowam","July","7-22_LR","Darwinula",0
"Lake Rippowam","July","7-22_LR","Dero",0
"Lake Rippowam","July","7-22_LR","Diaphanosoma",0
"Lake Rippowam","July","7-22_LR","Eucyclops",0.308786908573461
"Lake Rippowam","July","7-22_LR","Eudiaptomus",0
"Lake Rippowam","July","7-22_LR","Eumonhystera",0
"Lake Rippowam","July","7-22_LR","Ferrissia",0
"Lake Rippowam","July","7-22_LR","Folsomia",0
"Lake Rippowam","July","7-22_LR","Gallus",0
"Lake Rippowam","July","7-22_LR","Gyratrix",0
"Lake Rippowam","July","7-22_LR","Halichaetonotus",0
"Lake Rippowam","July","7-22_LR","Heterolepidoderma",0
"Lake Rippowam","July","7-22_LR","Horreolanus",0
"Lake Rippowam","July","7-22_LR","Hydra",0
"Lake Rippowam","July","7-22_LR","Ichthydium",0
"Lake Rippowam","July","7-22_LR","Isotoma",0
"Lake Rippowam","July","7-22_LR","Isotomurus",0
"Lake Rippowam","July","7-22_LR","Laimydorus",0
"Lake Rippowam","July","7-22_LR","Lepidodermella",0
"Lake Rippowam","July","7-22_LR","Macquaria",0
"Lake Rippowam","July","7-22_LR","Macrocyclops",0
"Lake Rippowam","July","7-22_LR","Mesocyclops",0
"Lake Rippowam","July","7-22_LR","Microstomum",0
"Lake Rippowam","July","7-22_LR","Monopisthocotylea",0
"Lake Rippowam","July","7-22_LR","Nais",0
"Lake Rippowam","July","7-22_LR","Oripoda",0
"Lake Rippowam","July","7-22_LR","Pectinatella",0.0231234436143721
"Lake Rippowam","July","7-22_LR","Physella",0
"Lake Rippowam","July","7-22_LR","Planorbarius",0
"Lake Rippowam","July","7-22_LR","Plumatella",0.0715048025613661
"Lake Rippowam","July","7-22_LR","Pristina",0
"Lake Rippowam","July","7-22_LR","Rhabdolaimus",0.0505158306652437
"Lake Rippowam","July","7-22_LR","Scapholeberis",0
"Lake Rippowam","July","7-22_LR","Simocephalus",0
"Lake Rippowam","July","7-22_LR","Sinella",0
"Lake Rippowam","July","7-22_LR","Skistodiaptomus",0
"Lake Rippowam","July","7-22_LR","Spinileberis",0
"Lake Rippowam","July","7-22_LR","Spongilla",0
"Lake Rippowam","July","7-22_LR","Stenostomum",0.015652792600498
"Lake Rippowam","July","7-22_LR","Sympetrum",0
"Lake Rippowam","July","7-22_LR","Tobrilus",0.231590181430096
"Lake Rippowam","July","7-22_LR","Tropocyclops",0
"Lake Rippowam","July","7-22_LR","Tylocephalus",0
"Lake Rippowam","July","7-22_LR","Vestalenula",0
"Lake Rippowam","July","7-22_LR","Wilsonema",0
"Lake Rippowam","June","6-01_LR","Aaroniella",0
"Lake Rippowam","June","6-01_LR","Acanthocyclops",0
"Lake Rippowam","June","6-01_LR","Acroperus",0
"Lake Rippowam","June","6-01_LR","Alonopsis",0.00870038064165307
"Lake Rippowam","June","6-01_LR","Anopheles",0
"Lake Rippowam","June","6-01_LR","Bosmina",0
"Lake Rippowam","June","6-01_LR","Castrada",0
"Lake Rippowam","June","6-01_LR","Castrella",0
"Lake Rippowam","June","6-01_LR","Chaetogaster",0
"Lake Rippowam","June","6-01_LR","Chaetonotus",0.443447525829255
"Lake Rippowam","June","6-01_LR","Chironomus",0
"Lake Rippowam","June","6-01_LR","Chrysemys",0
"Lake Rippowam","June","6-01_LR","Chydorus",0
"Lake Rippowam","June","6-01_LR","Corethrella",0.0110386079390973
"Lake Rippowam","June","6-01_LR","Cypria",0
"Lake Rippowam","June","6-01_LR","Cypridopsis",0.351441000543774
"Lake Rippowam","June","6-01_LR","Daphnia",0
"Lake Rippowam","June","6-01_LR","Darwinula",0.00315388798259924
"Lake Rippowam","June","6-01_LR","Dero",0
"Lake Rippowam","June","6-01_LR","Diaphanosoma",0
"Lake Rippowam","June","6-01_LR","Eucyclops",0.000489396411092985
"Lake Rippowam","June","6-01_LR","Eudiaptomus",0.0114192495921697
"Lake Rippowam","June","6-01_LR","Eumonhystera",0.00174007612833061
"Lake Rippowam","June","6-01_LR","Ferrissia",0
"Lake Rippowam","June","6-01_LR","Folsomia",0
"Lake Rippowam","June","6-01_LR","Gallus",0
"Lake Rippowam","June","6-01_LR","Gyratrix",0
"Lake Rippowam","June","6-01_LR","Halichaetonotus",0
"Lake Rippowam","June","6-01_LR","Heterolepidoderma",0
"Lake Rippowam","June","6-01_LR","Horreolanus",0
"Lake Rippowam","June","6-01_LR","Hydra",0.000924415443175639
"Lake Rippowam","June","6-01_LR","Ichthydium",0.0120174007612833
"Lake Rippowam","June","6-01_LR","Isotoma",0
"Lake Rippowam","June","6-01_LR","Isotomurus",0
"Lake Rippowam","June","6-01_LR","Laimydorus",0
"Lake Rippowam","June","6-01_LR","Lepidodermella",0.0725394235997825
"Lake Rippowam","June","6-01_LR","Macquaria",0.00266449157150625
"Lake Rippowam","June","6-01_LR","Macrocyclops",0
