asvID,Domain,Supergroup,Division,Subdivision,Class,Order,Family,Genus,Species
ASV_1505,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes_X,Peronosporales,Phytophthora,NA
ASV_1506,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA,NA
ASV_1507,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Monoblepharidales,Monoblepharidaceae,Monoblepharis,NA
ASV_1508,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Ochromonadales,Ochromonadaceae,Chlorochromonas,Chlorochromonas_sp.
ASV_1509,Eukaryota,TSAR,Alveolata,Ciliophora,Oligohymenophorea,Scuticociliatia_2,Scuticociliatia_2_X,Scuticociliatia_2_XX,Scuticociliatia_2_XX_sp.
ASV_1510,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,NA,NA,NA,NA
ASV_1511,Eukaryota,Obazoa,Opisthokonta,Choanoflagellata,Choanoflagellatea,Craspedida,Salpingoecidae_Group_C1,Salpingoecidae_Group_C1_X,Salpingoecidae_Group_C1_X_sp.
ASV_1512,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes_X,Saprolegniales,Aphanomyces,Aphanomyces_sp.
ASV_1513,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Bodomorphidae,Bodomorpha,Bodomorpha_sp.
ASV_1514,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,Pseudodendromonadales_XX,Pseudodendromonadales_XX_sp.
ASV_1515,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA
ASV_1516,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptophyceae_X,Basal_Cryptophyceae-1,Basal_Cryptophyceae-1_X,Basal_Cryptophyceae-1_X_sp.
ASV_1517,Eukaryota,Obazoa,Opisthokonta,Fungi,Monoblepharomycota,Sanchytriales,Sanchytriaceae,Sanchytrium,Sanchytrium_tribonematis
ASV_1518,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Granofilosea,Limnofilida,Limnofilidae,Limnofila,Limnofila_borokensis
ASV_1519,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Saccharomycotina,Saccharomycetales,NA,NA
ASV_1520,Eukaryota,TSAR,Stramenopiles,Bigyra,Opalozoa,Opalozoa_X,MAST-12,MAST-12_X,MAST-12_X_sp.
ASV_1521,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Branchiopoda,Acroperus,Acroperus_harpae
ASV_1522,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Spizellomycetales,NA,NA,NA
ASV_1523,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,Pseudodendromonadales_XX,Pseudodendromonadales_XX_sp.
ASV_1524,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,NA,NA
ASV_1525,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Spizellomycetales,NA,NA,NA
ASV_1526,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Paraphysomonadales,Lepidochromonadaceae,Lepidochromonas,Lepidochromonas_caroni
ASV_1527,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Cryptomonas,Cryptomonas_obovoidea
ASV_1528,Eukaryota,Obazoa,Opisthokonta,Metazoa,Gastrotricha,Gastrotricha_X,Gastrotricha_XX,NA,NA
ASV_1529,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,NA,NA
ASV_1530,Eukaryota,Obazoa,Opisthokonta,Metazoa,Gastrotricha,Gastrotricha_X,Gastrotricha_XX,Chaetonotus,NA
ASV_1531,Eukaryota,TSAR,Alveolata,Ciliophora,Oligohymenophorea,Scuticociliatia_2,Scuticociliatia_2_X,Scuticociliatia_2_XX,Scuticociliatia_2_XX_sp.
ASV_1532,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Bicoecales,Bicoecaceae,Bicoecaceae_X,Bicoecaceae_X_sp.
ASV_1533,Eukaryota,TSAR,Rhizaria,Cercozoa,Novel-clade-10-12,Tremulida,Tremulidae,Tremula,Tremula_longifila
ASV_1534,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,NA,NA,NA,NA
ASV_1535,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Zygnemophyceae,Zygnemophyceae_X,Zygnemophyceae_XX,Mougeotia,Mougeotia_sp.
ASV_1536,Eukaryota,Obazoa,Opisthokonta,Choanoflagellata,Choanoflagellatea,NA,NA,NA,NA
ASV_1537,Eukaryota,TSAR,Rhizaria,Cercozoa,Novel-clade-10-12,Novel-clade-10,Novel-clade-10_X,Novel-clade-10_XX,Novel-clade-10_XX_sp.
ASV_1538,Eukaryota,TSAR,Stramenopiles,Bigyra,Opalozoa,Opalozoa_X,MAST-12,MAST-12_X,MAST-12_X_sp.
ASV_1539,Eukaryota,Obazoa,Opisthokonta,Pluriformea,Pluriformea_X,Pluriformea_XX,Pluriformea_XXX,Syssomonas,Syssomonas_multiformis
ASV_1540,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas,NA
ASV_1541,Eukaryota,Obazoa,Opisthokonta,Metazoa,Gastrotricha,Gastrotricha_X,Gastrotricha_XX,Chaetonotus,NA
ASV_1542,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chaetophorales,Chaetophorales_X,Aphanochaete,Aphanochaete_sp.
ASV_1543,Eukaryota,Obazoa,Opisthokonta,Metazoa,Gastrotricha,Gastrotricha_X,Gastrotricha_XX,NA,NA
ASV_1544,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Rhizophydiales,NA,NA,NA
ASV_1545,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,Pseudodendromonadales_XX,Pseudodendromonadales_XX_sp.
ASV_1546,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Bicoecales,Bicoecaceae,Bicosoeca,Bicosoeca_petiolata
ASV_1547,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,NA,NA,NA,NA
ASV_1548,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Komma,Komma_caudata
ASV_1549,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA
ASV_1550,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Paraphysomonadales,Paraphysomonadaceae,Paraphysomonas,Paraphysomonas_solis
ASV_1551,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,NA,NA,NA,NA
ASV_1552,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,NA,NA,NA,NA
ASV_1553,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,Stephanodiscus_hantzschii
ASV_1554,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Ostracoda,Cypridopsis,NA
ASV_1555,Eukaryota,Obazoa,Opisthokonta,Choanoflagellata,Choanoflagellatea,Craspedida,Monosigidae_Group_A,Monosiga,Monosiga_ovata
ASV_1556,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Branchiopoda,Bosmina,Bosmina_longirostris
ASV_1557,Eukaryota,Obazoa,Opisthokonta,Choanoflagellata,Choanoflagellatea,Craspedida,Monosigidae_Group_A,Codosiga,Codosiga_sp.
ASV_1558,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Branchiopoda,Bosmina,Bosmina_longirostris
ASV_1559,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Carteria,Carteria_lunzensis
ASV_1560,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,NA,NA
ASV_1561,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA
ASV_1562,Eukaryota,Cryptista,Kathablepharidacea,Kathablepharida,Kathablepharidea,Kathablepharidida,Kathablepharidida_X,Kathablepharidida_XX,Kathablepharidida_XX_sp.
ASV_1563,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes_X,Peronosporales,Halophytophthora,NA
ASV_1564,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes_X,Peronosporales,Phytophthora,NA
ASV_1565,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA
ASV_1566,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Trebouxiophyceae,Trebouxiophyceae_X,Trebouxiophyceae_XX,Botryococcus,Botryococcus_sp.
ASV_1567,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA
ASV_1568,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Cryptomonas,Cryptomonas_uralensis
ASV_1569,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA,NA
ASV_1570,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Vitreochlamys,Vitreochlamys_nekrassovii
ASV_1571,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA
ASV_1572,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Pansomonadida,Pansomonadida_X,Pansomonadida_XX,Pansomonadida_XX_sp.
ASV_1573,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Colpodellida_CHR1,Colpodellida_CHR1_X,Colpodellida_CHR1_X_sp.
ASV_1574,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Pansomonadida,Pansomonadida_X,Pansomonadida_XX,Pansomonadida_XX_sp.
ASV_1575,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,NA,NA,NA,NA
ASV_1576,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,Eupenicillium,Eupenicillium_javanicum
ASV_1577,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Cryptomonas,NA
ASV_1578,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Pansomonadida,Agitatidae,Agitatidae_X,Agitatidae_X_sp.
ASV_1579,Eukaryota,Obazoa,Opisthokonta,Fungi,Rozellomycota,Rozellomycota_X,Rozellomycota_XX,Rozellomycota_XXX,Rozellomycota_XXX_sp.
ASV_1580,Eukaryota,Obazoa,Opisthokonta,Metazoa,Gastrotricha,Gastrotricha_X,Gastrotricha_XX,Chaetonotus,Chaetonotus_sp.
ASV_1581,Eukaryota,Obazoa,Opisthokonta,Metazoa,Gastrotricha,Gastrotricha_X,Gastrotricha_XX,Chaetonotus,NA
ASV_1582,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,Pseudodendromonadales_XX,Pseudodendromonadales_XX_sp.
ASV_1583,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,NA,NA,NA,NA
ASV_1584,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Spizellomycetales,Spizellomycetales_X,Spizellomycetales_XX,Spizellomycetales_XX_sp.
ASV_1585,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,NA,NA
ASV_1586,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Chrysosaccales,Chrysosaccaceae,Chrysosphaera,Chrysosphaera_parvula
ASV_1587,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,Pseudodendromonadales_XX,Pseudodendromonadales_XX_sp.
ASV_1588,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA
ASV_1589,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Chlamydomonas,NA
ASV_1590,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA
ASV_1591,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Synurales,Synuraceae,NA,NA
ASV_1592,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Trebouxiophyceae,Trebouxiophyceae_X,Trebouxiophyceae_XX,Botryococcus,Botryococcus_braunii
ASV_1593,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Cryptomonas,Cryptomonas_uralensis
ASV_1594,Eukaryota,TSAR,Rhizaria,Cercozoa,Endomyxa,Vampyrellida,Leptophryidae,NA,NA
ASV_1595,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Zygnemophyceae,Zygnemophyceae_X,Zygnemophyceae_XX,Staurastrum,NA
ASV_1596,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Oedogoniales,Oedogoniales_X,Oedogonium,Oedogonium_sp.
ASV_1597,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,NA,NA
ASV_1598,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Chytridiales,Chytridiaceae,Diplochytridium,Diplochytridium_lagenarium
ASV_1599,Eukaryota,TSAR,Alveolata,Ciliophora,Oligohymenophorea,Scuticociliatia_2,Scuticociliatia_2_X,Scuticociliatia_2_XX,Tardigrada_environmental
ASV_1600,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Cladochytriales,Endochytriaceae,Diplophlyctis,Diplophlyctis_sp.
ASV_1601,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Paraphysomonadales,Lepidochromonadaceae,Lepidochromonas,Lepidochromonas_caroni
ASV_1602,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA
ASV_1603,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Rhizophydiales,Rhizophydiales_X,Rhizophydiales_XX,Rhizophydiales_XX_sp.
ASV_1604,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,NA,NA,NA,NA
ASV_1605,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,NA,NA,NA,NA
ASV_1606,Eukaryota,Obazoa,Opisthokonta,Metazoa,Mollusca,Gastropoda,Heterobranchia,Ferrissia,Ferrissia_rivularis
ASV_1607,Eukaryota,Obazoa,Opisthokonta,Fungi,Rozellomycota,Rozellomycota_X,Rozellomycota_XX,Rozella,Rozella_multimorpha
ASV_1608,Eukaryota,TSAR,Alveolata,Ciliophora,Litostomatea,Haptoria_5,Pleurostomatida,Acineria,Acineria_incurvata
ASV_1609,Eukaryota,TSAR,Stramenopiles,Gyrista,Raphidophyceae,Raphidophyceae_X,Raphidophyceae_XX,NA,NA
ASV_1610,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Branchiopoda,NA,NA
ASV_1611,Eukaryota,Obazoa,Opisthokonta,Metazoa,Gastrotricha,Gastrotricha_X,Gastrotricha_XX,NA,NA
ASV_1612,Eukaryota,Obazoa,Opisthokonta,Metazoa,Gastrotricha,Gastrotricha_X,Gastrotricha_XX,NA,NA
ASV_1613,Eukaryota,Obazoa,Opisthokonta,Metazoa,Gastrotricha,Gastrotricha_X,Gastrotricha_XX,Chaetonotus,Chaetonotus_sp.
ASV_1614,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,Pseudodendromonadales_XX,Pseudodendromonadales_XX_sp.
ASV_1615,Eukaryota,Obazoa,Opisthokonta,Metazoa,Gastrotricha,Gastrotricha_X,Gastrotricha_XX,Chaetonotus,NA
ASV_1616,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,NA,NA,NA,NA
ASV_1617,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Eudorina,Eudorina_elegans
ASV_1618,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Chytridiales,Chytridiaceae,Chytriomyces,NA
ASV_1619,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,Pseudodendromonadales_XX,Pseudodendromonadales_XX_sp.
ASV_1620,Eukaryota,Obazoa,Opisthokonta,Choanoflagellata,Choanoflagellatea,Choanoflagellatea_X,Choanoflagellata_XX_Clade-2,Sphaeroeca,Sphaeroeca_volvox
ASV_1621,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Imbricatea,Thaumatomonadida,Thaumatomonadidae,Thaumatomonas,Thaumatomonas_seravini
ASV_1622,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Trebouxiophyceae,Chlorellales,Chlorellales_X,Micractinium,NA
ASV_1623,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Synurales,Synuraceae,Mallomonas,NA
ASV_1624,Eukaryota,Obazoa,Opisthokonta,Fungi,Zoopagomycota,Entomophthoromycotina,Entomophthoromycotina_X,Zoophthora,Zoophthora_radicans
ASV_1625,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Trebouxiophyceae,Prasiolales,Prasiolales_X,Koliella,Koliella_spiculiformis
ASV_1626,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Zygophlyctidales,Zygophlyctidaceae,Zygophlyctis,Zygophlyctis_melosirae
ASV_1627,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Sphaeropleales,Sphaeropleales_X,Protodesmus,Protodesmus_globulifer
ASV_1628,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Occidodiaptomus,NA
ASV_1629,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,NA,NA,NA,NA
ASV_1630,Eukaryota,Obazoa,Opisthokonta,Metazoa,Gastrotricha,Gastrotricha_X,Gastrotricha_XX,Chaetonotus,Chaetonotus_aemilianus
ASV_1631,Eukaryota,TSAR,Stramenopiles,Gyrista,Bacillariophyceae,Rhabdonematales,Tabellariaceae,Asterionella,Asterionella_formosa
ASV_1632,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Branchiopoda,Simocephalus,Simocephalus_vetulus
ASV_1633,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA
ASV_1634,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Trametes,Trametes_sp.
ASV_1635,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Rhizophydiales,Kappamycetaceae,Kappamyces,Kappamyces_sp.
ASV_1636,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Occidodiaptomus,NA
ASV_1637,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Ochromonadales,Ochromonadaceae,NA,NA
ASV_1638,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Chlamydopodium,Chlamydopodium_starrii
ASV_1639,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Rhogostoma-lineage,Rhogostoma,Rhogostoma_sp.
ASV_1640,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes_X,Saprolegniales,Aphanomyces,Aphanomyces_invadans
ASV_1641,Eukaryota,Obazoa,Opisthokonta,Choanoflagellata,Choanoflagellatea,Craspedida,Salpingoecidae_Group_C1,Salpingoecidae_Group_C1_X,Salpingoecidae_Group_C1_X_sp.
ASV_1642,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Sphaeropleales,Sphaeropleales_X,Desmodesmus,NA
ASV_1643,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Bicoecales,Bicoecaceae,Bicosoeca,Bicosoeca_petiolata
ASV_1644,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Zatania,Zatania_albimaculata
ASV_1645,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Chrysophyceae_Cluster-I,Chrysophyceae_Cluster-I_X,Chrysophyceae_Cluster-I_XX,Chrysophyceae_Cluster-I_XX_sp.
ASV_1646,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Sphaeropleales,NA,NA,NA
ASV_1647,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,NA,NA,NA,NA
ASV_1648,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes_X,NA,NA,NA
ASV_1649,Eukaryota,Obazoa,Opisthokonta,Metazoa,Gastrotricha,Gastrotricha_X,Gastrotricha_XX,Lepidodermella,Lepidodermella_squamata
ASV_1650,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes_X,Haptoglossales,Haptoglossa,Haptoglossa_sp.
ASV_1651,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA
ASV_1652,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Ochromonadales,Ochromonadaceae,Acrispumella,Acrispumella_sp.
ASV_1653,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA
ASV_1654,Eukaryota,Obazoa,Opisthokonta,Metazoa,Annelida,Annelida_X,Annelida_XX,Pristina,Pristina_longiseta
ASV_1655,Eukaryota,TSAR,Alveolata,Ciliophora,Litostomatea,Haptoria_5,Pleurostomatida,Hemiophrys,Hemiophrys_procera
ASV_1656,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Chlamydomonas,NA
ASV_1657,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Sandonidae,NA,NA
ASV_1658,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA
ASV_1659,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes_X,Peronosporomycetes_XX,Chlamydomyzium,Chlamydomyzium_sp.
ASV_1660,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Bodomorphidae,Bodomorpha,Bodomorpha_minima
ASV_1661,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Spizellomycetales,Spizellomycetales_X,Spizellomycetales_XX,Spizellomycetales_XX_sp.
ASV_1662,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA
ASV_1663,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Colpodellida_CHR1,Colpodellida_CHR1_X,Colpodellida_CHR1_X_sp.
ASV_1664,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,Pseudodendromonadales_XX,Pseudodendromonadales_XX_sp.
ASV_1665,Eukaryota,Cryptista,Kathablepharidacea,Kathablepharida,Kathablepharidea,Kathablepharidida,Kathablepharidida_X,Kathablepharidida_XX,Kathablepharidida_XX_sp.
ASV_1666,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Zygophlyctidales,Zygophlyctidaceae,Zygophlyctis,Zygophlyctis_melosirae
ASV_1667,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,NA,NA
ASV_1668,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Bicoecales,Bicoecaceae,Bicoecaceae_X,Bicoecaceae_X_sp.
ASV_1669,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Zygophlyctidales,Zygophlyctidaceae,Zygophlyctis,Zygophlyctis_melosirae
ASV_1670,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Synurales,Synuraceae,Mallomonas,NA
ASV_1671,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,NA,NA,NA,NA
ASV_1672,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Sphaeropleales,Sphaeropleales_X,NA,NA
ASV_1673,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Bicoecales,Bicoecaceae,Bicosoeca,Bicosoeca_petiolata
ASV_1674,Eukaryota,Amoebozoa,Evosea,Evosea_X,Variosea,Variosea_X,Ischnamoebidae,Darbyshirella,Darbyshirella_terrestris
ASV_1675,Eukaryota,TSAR,Stramenopiles,Bigyra,Opalozoa,Opalozoa_X,MAST-12,MAST-12_X,MAST-12_X_sp.
ASV_1676,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Sistotrema,Sistotrema_oblongisporum
ASV_1677,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,NA,NA
ASV_1678,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Trichaptum,Trichaptum_abietinum
ASV_1679,Eukaryota,Obazoa,Opisthokonta,Metazoa,Gastrotricha,Gastrotricha_X,Gastrotricha_XX,Chaetonotus,Chaetonotus_sp.
ASV_1680,Eukaryota,Amoebozoa,Evosea,Evosea_X,Variosea,Variosea_X,Ischnamoebidae,Darbyshirella,Darbyshirella_terrestris
ASV_1681,Eukaryota,TSAR,Rhizaria,Cercozoa,Novel-clade-10-12,Novel-clade-10,Novel-clade-10_X,Novel-clade-10_XX,Novel-clade-10_XX_sp.
ASV_1682,Eukaryota,TSAR,Stramenopiles,Gyrista,Bacillariophyceae,Bacillariales,Bacillariaceae,NA,NA
ASV_1683,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,NA,NA
ASV_1684,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes_X,Peronosporales,NA,NA
ASV_1685,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Trebouxiophyceae,Trebouxiophyceae_X,Trebouxiophyceae_XX,Botryococcus,Botryococcus_terribilis
ASV_1686,Eukaryota,Obazoa,Opisthokonta,Fungi,Zoopagomycota,Entomophthoromycotina,Entomophthoromycotina_X,Conidiobolus,Conidiobolus_osmodes
